delta_t,meanB,meanR,stdB,stdR
1.04E-05,1.2560298,1.22313075,0.018680177,0.007623038
1.12E-05,1.2497129,1.2222293,0.01673198,0.007173455
1.20E-05,1.2513579,1.2204406,0.017332563,0.008142603
1.28E-05,1.25101395,1.2173676,0.014929103,0.005290998
1.44E-05,1.23878065,1.21421375,0.011291912,0.005552922
1.60E-05,1.234568,1.211997,0.012714285,0.005040028
1.76E-05,1.2227166,1.20814465,0.010667697,0.00485157
1.92E-05,1.217903,1.20462215,0.01239339,0.005367506
2.08E-05,1.21957185,1.2012728,0.009778751,0.003938338
2.24E-05,1.20603025,1.19944775,0.011126309,0.004930437
2.40E-05,1.2061156,1.19732205,0.011182113,0.00492986
2.56E-05,1.19963855,1.19319425,0.012951392,0.004676338
2.88E-05,1.18996665,1.18677155,0.00991678,0.002971574
3.20E-05,1.180092,1.1816289,0.005396539,0.003585983
3.52E-05,1.17506935,1.177708,0.009091292,0.003720085
3.84E-05,1.16729855,1.17371235,0.009436147,0.003020235
4.16E-05,1.16326765,1.16899925,0.006834288,0.004172515
4.48E-05,1.1539772,1.16450435,0.00829818,0.003165484
4.80E-05,1.15021145,1.1601873,0.006588135,0.004363045
5.12E-05,1.1443617,1.15651065,0.007779334,0.003764945
5.76E-05,1.13616585,1.1501999,0.007313922,0.002146234
6.40E-05,1.1248624,1.14509955,0.004087954,0.003331908
7.04E-05,1.12061245,1.1381488,0.005613946,0.002612994
7.68E-05,1.11311925,1.13210405,0.006209525,0.001732804
8.32E-05,1.10571935,1.1276459,0.005557182,0.00240561
8.96E-05,1.10330195,1.12195325,0.00743818,0.002286771
9.60E-05,1.0980126,1.11909105,0.005348187,0.001974139
0.0001024,1.0928059,1.1149769,0.004541953,0.00244194
0.0001152,1.08670565,1.10756515,0.004221701,0.001395485
0.000128,1.0799237,1.10113435,0.003915447,0.00174201
0.0001408,1.07579585,1.095342,0.002855339,0.001243981
0.0001536,1.07014875,1.09054355,0.003102442,0.001752298
0.0001664,1.0644862,1.0856953,0.004026284,0.001769731
0.0001792,1.05988085,1.08193155,0.005439804,0.001819263
0.000192,1.05886625,1.07802955,0.003845658,0.001818362
0.0002048,1.0541641,1.0740581,0.003279778,0.001605945
0.0002304,1.0495132,1.0682292,0.00305337,0.001710546
0.000256,1.0449027,1.06293875,0.003841558,0.001043069
0.0002816,1.0416334,1.0583745,0.00193385,0.001351949
0.0003072,1.04004675,1.0551568,0.002857408,0.001417111
0.0003328,1.0351265,1.0519217,0.002725229,0.001138197
0.0003584,1.0340047,1.0481441,0.003021078,0.001510781
0.000384,1.03164225,1.0455891,0.003175019,0.001244131
0.0004096,1.0286798,1.0430229,0.002772077,0.00109791
0.0004608,1.0254156,1.03897455,0.00212635,0.00099181
0.000512,1.023735,1.03582625,0.002251851,0.000781815
0.0005632,1.0212898,1.0328632,0.00177323,0.000919734
0.0006144,1.01937805,1.03007465,0.002223072,0.00096717
0.0006656,1.018249,1.0276378,0.001918038,0.001092905
0.0007168,1.01687575,1.0259431,0.002292641,0.001264751
0.000768,1.0155842,1.0240615,0.002207757,0.000909347
0.0008192,1.0143517,1.0222135,0.00209161,0.001304005
0.0009216,1.01302645,1.01977485,0.001556026,0.001048253
0.001024,1.01188115,1.01786325,0.00185917,0.001003681
0.0011264,1.01097115,1.01609645,0.001390147,0.001076006
0.0012288,1.00926585,1.0147343,0.001467472,0.000968328
0.0013312,1.00924455,1.0135924,0.002106793,0.001054463
0.0014336,1.0073592,1.01248675,0.00201242,0.000780014
0.001536,1.0076791,1.011049,0.001938361,0.000929726
0.0016384,1.00673445,1.01055865,0.001992298,0.000944343
0.0018432,1.00650525,1.0093871,0.001135108,0.00078624
0.002048,1.0059148,1.0084933,0.00134071,0.000517854
0.0022528,1.00540815,1.00763735,0.001171488,0.000691081
0.0024576,1.0042064,1.00687575,0.001187527,0.000631598
0.0026624,1.0035889,1.00604895,0.001059042,0.000625866
0.002867199,1.003875,1.00555995,0.000716336,0.000801154
0.003071999,1.00277331,1.0054279,0.001357347,0.000734343
0.003276799,1.0034384,1.00495105,0.001238081,0.000730689
0.003686399,1.00337455,1.00404545,0.000805354,0.000647889
0.004096,1.0031259,1.00375985,0.000891706,0.00077328
0.004505599,1.0024801,1.00335835,0.001355125,0.000770167
0.004915199,1.00225059,1.00307975,0.00121988,0.000460901
0.005324799,1.0021441,1.00269835,0.000633595,0.000449641
0.005734399,1.0019848,1.0024961,0.001100777,0.000530392
0.006143999,1.00170135,1.0022172,0.000661184,0.000728326
0.006553599,1.00135975,1.0023298,0.000895729,0.000682053
0.007372799,1.00131905,1.00197305,0.000470314,0.000641505
0.008191999,1.001686745,1.00148515,0.000774414,0.000515308
0.009011199,1.001199125,1.00115935,0.000786418,0.000535297
0.009830398,1.001025025,1.0008734,0.00097382,0.000477951
0.0106496,1.00090017,1.00096485,0.000630919,0.000386515
0.0114688,1.00084448,1.00090095,0.000786932,0.000412989
0.012288,1.00136575,1.00090209,0.000617795,0.000684143
0.0131072,1.000990545,1.000883615,0.000717833,0.000613171
0.0147456,1.00096245,1.00067408,0.000474505,0.000389436
0.016384,1.000786285,1.000452625,0.000488321,0.000379782
0.0180224,1.0007397,1.00060321,0.000544739,0.000417217
0.0196608,1.000788285,1.00071444,0.00045046,0.000538263
0.0212992,1.00056537,1.00057511,0.000462603,0.000510813
0.0229376,1.00088223,1.00034818,0.00063609,0.00048847
0.024576,1.000885945,1.00015431,0.00045753,0.000562176
0.02621439,1.000626055,1.00003042,0.000619178,0.000499775
0.0294912,1.000562575,1.000086815,0.000438564,0.000242964
0.032768,1.00071015,1.000280025,0.000370491,0.000301645
0.0360448,1.00060657,1.00033051,0.000436822,0.000361706
0.03932159,1.000497505,1.000214395,0.000488848,0.000356458
0.04259839,1.000635335,1.00013293,0.000492691,0.000350903
0.04587519,1.000560905,1.000230065,0.000375864,0.000308625
0.04915199,1.000663075,1.000140225,0.000467092,0.000343401
0.05242879,1.000419585,1.000150585,0.000401854,0.000376719
0.05898239,1.00063806,1.000192765,0.000303103,0.000335099
0.06553599,1.00055309,1.00023197,0.000502831,0.000165539
0.07208959,1.00052411,0.99999582,0.00030814,0.00027367
0.07864319,1.000446995,0.99989226,0.00029696,0.000198787
0.08519679,1.00051689,1.000008375,0.000438544,0.000256981
0.09175038,1.00049076,1.000126165,0.000474157,0.00019086
0.09830398,1.00053489,1.00024328,0.000411315,0.000366529
0.1048576,1.000508615,1.00005473,0.000317594,0.000286756
0.1179648,1.00052642,0.999997855,0.000380321,0.000182974
0.131072,1.0003985,1.000024275,0.00028086,0.000236074
0.1441792,1.00042428,1.000072445,0.000265964,0.000236982
0.1572864,1.00047315,1.0000064,0.000181405,0.00018382
0.1703936,1.00038587,0.99996715,0.000323765,0.000213678
0.1835008,1.000444175,0.999985345,0.000227945,0.000158365
0.196608,1.00029196,1.000008365,0.000320932,0.000269639
0.2097152,1.00041,1.000053105,0.000160565,0.000327248
0.2359296,1.00033256,1.000058825,0.000217784,0.000149491
0.262144,1.0003939,1.00007138,0.000215591,0.00016944
0.2883584,1.00042245,0.9999591,0.00016855,0.000159333
0.3145728,1.000372745,0.99998131,0.000217987,0.000142096
0.3407871,1.00037485,1.000032895,0.000214744,9.25E-05
0.3670015,1.0004069,1.0000605,0.000283951,0.000164156
0.3932159,1.000315975,1.000059885,0.00025744,0.000196186
0.4194303,1.00036182,1.000072335,0.000215669,0.000178142
0.4718591,1.00030865,0.99996168,0.000132884,0.000129162
0.5242879,1.00024485,0.99995682,0.000159715,0.000105809
0.5767167,1.000249435,1.000079245,0.000199403,0.000144165
0.6291455,1.000245205,0.999989305,0.000143016,0.000100253
0.6815743,1.00022259,1.000080235,0.000172724,0.000118734
0.7340031,1.00027165,1.00001473,0.000141061,0.000114925
0.7864318,1.0002378,1.00003776,0.000113542,9.90E-05
0.8388606,1.000206285,1.000065855,0.000151902,0.000155855
0.9437183,1.00020945,1.000031905,0.00013833,0.000136588
1.048576,1.0002461,0.999993255,7.95E-05,7.88E-05
1.153433,1.0001985,1.00004621,0.000125237,0.000113826
1.258291,1.000148735,1.000070965,0.000163823,0.000111528
1.363149,1.00019089,1.00004218,0.000139055,9.36E-05
1.468006,1.00014182,1.00001115,0.000149808,0.000123529
1.572864,1.000173255,1.000007395,0.000140371,0.000129332
1.677721,1.00011444,1.00000715,0.000130699,9.36E-05
1.887437,1.000146925,1.000033525,0.000105339,6.43E-05
2.097152,1.000033905,1.0000255,9.49E-05,4.78E-05
2.306867,1.00007875,1.00002653,0.000136634,8.19E-05
2.516582,1.000073565,1.00002737,0.000111436,6.62E-05
2.726297,1.00007623,1.000009365,0.000164171,5.87E-05
2.936012,1.000045655,0.999981455,0.000136,7.38E-05
3.145727,1.000024365,0.999965935,0.000128168,5.94E-05
3.355443,1.00000969,1.00000463,0.000113738,6.59E-05
3.774873,0.99998951,1.00000252,0.0001151,4.78E-05
4.194304,1.00001925,1.0000011,0.00010291,5.60E-05
4.613734,1.00000824,1.00001156,8.55E-05,3.70E-05
5.033164,0.9999744,0.99998907,0.00014402,5.67E-05
5.452594,0.999988725,1.000001715,0.000118855,5.85E-05
5.872025,0.99998568,1.00003673,0.000121196,4.70E-05
6.291455,0.99993128,0.999976365,0.000105143,3.82E-05
6.710885,0.999987815,0.99999953,0.000121609,5.74E-05
7.549746,0.99997971,1.00000236,8.38E-05,4.30E-05
8.388607,1.000011565,0.999996425,7.79E-05,2.94E-05
9.227468,1.00002608,1.00000729,9.40E-05,4.34E-05
10.06633,0.999991295,1.00000851,7.57E-05,5.63E-05
10.90519,1.000005125,0.99999897,8.51E-05,4.02E-05
11.74405,0.99995727,1.00000698,0.000106126,3.81E-05
12.58291,0.99997524,0.999981255,0.000120179,4.26E-05
13.42177,0.99994487,0.999971455,7.56E-05,4.02E-05
15.09949,0.99989237,1.0000018,7.72E-05,3.19E-05
16.77721,0.999887735,1.000005415,9.51E-05,3.43E-05
18.45494,0.999992635,0.999996645,0.000125569,2.92E-05
20.13266,0.999999635,0.99999622,9.21E-05,4.31E-05
21.81038,0.999984725,0.99999681,8.08E-05,2.98E-05
23.4881,0.99998713,1.00000468,9.13E-05,2.90E-05
25.16582,0.999992255,0.99998626,0.000106269,3.34E-05
26.84354,0.99998959,0.999978615,0.000109665,3.46E-05
30.19898,0.99999754,0.9999983,0.000123383,2.79E-05
33.55443,1.00003197,1.00001096,0.000113336,2.20E-05
36.90987,0.99994344,1.00000017,8.83E-05,3.32E-05
40.26531,0.999971045,1.00002812,0.00011726,3.77E-05
43.62075,1.000048615,0.99998719,0.000153643,3.76E-05
46.9762,0.999982795,0.999978,0.000171066,4.31E-05
50.33164,1.0000761,0.99999413,0.000159807,1.74E-05
53.68708,1,1,0,0
60.39797,0,0,0,0
67.10886,0,0,0,0
73.81974,0,0,0,0
80.53062,0,0,0,0
87.24151,0,0,0,0
93.95239,0,0,0,0
100.6633,0,0,0,0
107.3742,0,0,0,0
120.7959,0,0,0,0
134.2177,0,0,0,0
147.6395,0,0,0,0
161.0612,0,0,0,0
174.483,0,0,0,0
187.9048,0,0,0,0
201.3266,0,0,0,0
214.7483,0,0,0,0
241.5919,0,0,0,0
268.4354,0,0,0,0
295.279,0,0,0,0
322.1225,0,0,0,0
348.966,0,0,0,0
375.8096,0,0,0,0
402.6531,0,0,0,0
429.4966,0,0,0,0
483.1837,0,0,0,0
536.8708,0,0,0,0
590.5579,0,0,0,0
644.245,0,0,0,0
697.9321,0,0,0,0
751.6191,0,0,0,0
805.3062,0,0,0,0
858.9933,0,0,0,0
