delta_t,meanB,meanR,stdB,stdR
0.0016384,1.00326825,1.0058044,0.000895583,0.000376558
0.0018432,1.00341405,1.0050581,0.000520516,0.000274224
0.002048,1.00317025,1.0043412,0.000738946,0.000421833
0.0022528,1.00264325,1.0038864,0.000621188,0.000473795
0.0024576,1.00246685,1.0035092,0.000612595,0.000435681
0.0026624,1.00261235,1.0032338,0.000758532,0.00050227
0.002867199,1.0023589,1.00298615,0.000584252,0.000399743
0.003071999,1.00193205,1.00269035,0.000587666,0.000452463
0.003276799,1.0020084,1.0023207,0.00062354,0.000399479
0.003686399,1.00162985,1.0020315,0.000441819,0.000292045
0.004096,1.0017972,1.0018591,0.00046151,0.000350891
0.004505599,1.00168875,1.00174795,0.000586862,0.000287063
0.004915199,1.00141715,1.0014997,0.000454391,0.00033895
0.005324799,1.00149875,1.00136225,0.000541865,0.000280907
0.005734399,1.001426,1.00129555,0.000584283,0.000356693
0.006143999,1.0011948,1.00109785,0.000621175,0.000382551
0.006553599,1.00120215,1.00110215,0.000343476,0.000371707
0.007372799,1.00114345,1.0010069,0.000409975,0.000331945
0.008191999,1.0010546,1.0008274,0.000400323,0.000259917
0.009011199,1.0010738,1.00072685,0.00028397,0.000239166
0.009830398,1.00100475,1.00074495,0.00036391,0.000216238
0.0106496,1.00097655,1.0006628,0.000366441,0.000289414
0.0114688,1.00096435,1.0006876,0.000332126,0.00028971
0.012288,1.00092515,1.000494955,0.000485295,0.000304336
0.0131072,1.00088,1.00052107,0.000364693,0.0003114
0.0147456,1.0008151,1.000445265,0.000303877,0.000222139
0.016384,1.00081445,1.000397675,0.000258124,0.00029017
0.0180224,1.00078545,1.0003025,0.000359484,0.000292
0.0196608,1.0006096,1.000249975,0.000308082,0.000199716
0.0212992,1.00061795,1.00036385,0.000215002,0.000206176
0.0229376,1.0007047,1.00020562,0.000341773,0.000229245
0.024576,1.00077685,1.000197515,0.000250037,0.000313147
0.02621439,1.000754,1.00023015,0.000259699,0.000254715
0.0294912,1.00066765,1.00020854,0.000177955,0.000242745
0.032768,1.0004955,1.000097355,0.000281438,0.000244378
0.0360448,1.0006232,1.000145915,0.000227552,0.000236072
0.03932159,1.0006369,1.0001135,0.000269268,0.000203424
0.04259839,1.0005251,1.00016145,0.000208816,0.000123931
0.04587519,1.00051981,1.00014788,0.000239634,0.000199816
0.04915199,1.00063585,1.00011188,0.000290468,0.000242416
0.05242879,1.00068805,1.00009663,0.000287302,0.000196172
0.05898239,1.00058065,1.00011783,0.000198262,8.99E-05
0.06553599,1.00061355,1.000080455,0.000171721,0.00021326
0.07208959,1.00062845,1.000118385,0.000128352,0.00014779
0.07864319,1.00049085,1.000072005,0.000171193,0.000136589
0.08519679,1.00051805,1.00009527,0.00016842,0.000152151
0.09175038,1.00058015,1.00016071,0.000137449,0.000198672
0.09830398,1.00053245,1.00006275,0.000180545,0.000169615
0.1048576,1.0005591,1.000047795,0.000127313,0.000203921
0.1179648,1.000513,1.00004459,0.000166923,0.000137044
0.131072,1.0005116,1.000104975,0.000116003,0.000137566
0.1441792,1.00053535,1.00002615,0.000126678,9.13E-05
0.1572864,1.00051705,1.00008054,0.000127896,0.000101024
0.1703936,1.00055535,1.000048505,0.000129315,0.00012496
0.1835008,1.00046415,1.000037585,0.000129352,8.26E-05
0.196608,1.0005213,1.00005528,0.000146238,0.000146178
0.2097152,1.000521,1.000047185,0.000112514,0.000118632
0.2359296,1.0004864,1.00000716,0.000119523,9.18E-05
0.262144,1.0003973,1.00008933,0.000102328,8.72E-05
0.2883584,1.0004184,1.0000788,9.36E-05,6.85E-05
0.3145728,1.0004544,1.000060915,0.000120092,8.10E-05
0.3407871,1.0004414,1.0000415,0.00012384,0.00012418
0.3670015,1.0004093,1.00007371,0.000147205,4.74E-05
0.3932159,1.00044445,1.00002568,0.000115047,0.000107553
0.4194303,1.00041005,1.000063775,0.000134153,7.73E-05
0.4718591,1.00036895,1.000014085,0.000123352,0.000102395
0.5242879,1.00037485,1.00002003,0.000101598,5.15E-05
0.5767167,1.0003672,1.00001104,0.000108394,6.82E-05
0.6291455,1.0003324,1.00004912,0.000101439,5.81E-05
0.6815743,1.00033565,1.00002306,0.00011645,8.02E-05
0.7340031,1.00031375,1.00005344,0.000122604,0.000110548
0.7864318,1.00028065,1.000021485,8.91E-05,7.10E-05
0.8388606,1.00029395,1.000052845,0.000117105,6.08E-05
0.9437183,1.0002755,1.000014795,6.34E-05,5.81E-05
1.048576,1.0002524,1.0000361,8.49E-05,4.28E-05
1.153433,1.0002368,1.000000425,9.92E-05,5.06E-05
1.258291,1.0001847,0.999998995,7.27E-05,4.95E-05
1.363149,1.000203,1.000039995,9.08E-05,6.67E-05
1.468006,1.0001879,1.000036955,7.86E-05,4.65E-05
1.572864,1.00018185,1.00002149,7.15E-05,4.70E-05
1.677721,1.00014774,1.000009565,8.54E-05,7.41E-05
1.887437,1.000125545,0.99997811,8.52E-05,5.66E-05
2.097152,1.000100995,0.99999862,7.31E-05,3.07E-05
2.306867,1.00010452,1.00002636,5.83E-05,3.34E-05
2.516582,1.00008041,1.00001541,7.34E-05,3.86E-05
2.726297,1.00005531,1.000019145,8.18E-05,4.30E-05
2.936012,1.00001669,0.99998829,7.49E-05,2.41E-05
3.145727,1.00002051,0.999993415,5.46E-05,3.16E-05
3.355443,1.000025245,1.00000554,8.67E-05,3.90E-05
3.774873,1.000011715,1.00000448,7.65E-05,3.41E-05
4.194304,1.000020345,1.000017365,9.54E-05,3.44E-05
4.613734,1.000019005,1.000029595,0.00011101,3.25E-05
5.033164,1.00000282,1.000025675,0.000119208,3.91E-05
5.452594,1.0000102,1.00000781,0.000131063,3.76E-05
5.872025,0.99997825,1.000013785,0.000126969,4.68E-05
6.291455,0.99996459,1.000006625,0.000119626,3.41E-05
6.710885,0.999959835,1.0000273,9.75E-05,4.08E-05
7.549746,0.9999201,1.00000042,9.01E-05,3.82E-05
8.388607,0.99990855,1.00000001,9.46E-05,2.39E-05
9.227468,0.99991419,1.00000655,0.000103847,2.34E-05
10.06633,0.999946375,1.00001165,8.86E-05,3.38E-05
10.90519,0.999970525,1.000000955,9.36E-05,3.08E-05
11.74405,0.999983975,0.99998784,9.14E-05,2.99E-05
12.58291,0.9999677,0.99999767,6.15E-05,2.60E-05
13.42177,0.99996536,1.000010905,7.37E-05,2.34E-05
15.09949,0.999976065,1.00001326,9.66E-05,2.49E-05
16.77721,1.000014605,1.000003145,0.000108478,2.10E-05
18.45494,1.00000908,0.99999687,0.000123587,1.87E-05
20.13266,1.00002303,1.00001253,0.000125972,3.00E-05
21.81038,0.99998764,1.00000145,0.000115416,2.15E-05
23.4881,0.99994937,0.99999411,9.49E-05,2.42E-05
25.16582,0.99997447,1.000001325,0.000139357,2.50E-05
26.84354,0.99997365,1.000008385,0.000107319,1.98E-05
30.19898,0.9999857,0.99999014,0.000102129,1.73E-05
33.55443,0.99998376,0.99999478,9.09E-05,1.54E-05
36.90987,1.00002468,0.99999144,7.35E-05,2.07E-05
40.26531,1.00000621,1.000009475,0.000108115,3.31E-05
43.62075,0.9999754,1.000002435,7.98E-05,2.76E-05
46.9762,0.99997369,1.000003975,0.000120184,2.10E-05
50.33164,1.0000898,1.00000349,0.000167975,2.36E-05
53.68708,1,1,0,0
60.39797,0,0,0,0
67.10886,0,0,0,0
73.81974,0,0,0,0
80.53062,0,0,0,0
87.24151,0,0,0,0
93.95239,0,0,0,0
100.6633,0,0,0,0
107.3742,0,0,0,0
120.7959,0,0,0,0
134.2177,0,0,0,0
147.6395,0,0,0,0
161.0612,0,0,0,0
174.483,0,0,0,0
187.9048,0,0,0,0
201.3266,0,0,0,0
214.7483,0,0,0,0
241.5919,0,0,0,0
268.4354,0,0,0,0
295.279,0,0,0,0
322.1225,0,0,0,0
348.966,0,0,0,0
375.8096,0,0,0,0
402.6531,0,0,0,0
429.4966,0,0,0,0
483.1837,0,0,0,0
536.8708,0,0,0,0
590.5579,0,0,0,0
644.245,0,0,0,0
697.9321,0,0,0,0
751.6191,0,0,0,0
805.3062,0,0,0,0
858.9933,0,0,0,0
