delta_t,meanB,meanR,stdB,stdR
8.00E-06,1.4786007,1.4935242,0.025785751,0.018412895
8.80E-06,1.47840245,1.4858158,0.030428038,0.013903968
9.60E-06,1.4724402,1.47499185,0.02868997,0.013544582
1.04E-05,1.4671435,1.47465465,0.031231131,0.009921231
1.12E-05,1.4579094,1.4650745,0.023227201,0.014274646
1.20E-05,1.45041555,1.4724131,0.027763918,0.014393647
1.28E-05,1.44875235,1.4583259,0.024892499,0.022270117
1.44E-05,1.422402,1.45201525,0.020200458,0.010467245
1.60E-05,1.4231816,1.44539165,0.022839146,0.012439715
1.76E-05,1.4081986,1.4397707,0.019037108,0.01294917
1.92E-05,1.39626605,1.43250695,0.018355123,0.007704103
2.08E-05,1.3829996,1.42993935,0.022561948,0.007991196
2.24E-05,1.3832754,1.428626,0.023734406,0.010364741
2.40E-05,1.37635685,1.4138458,0.024155969,0.012376047
2.56E-05,1.3661621,1.4038598,0.017998822,0.010051641
2.88E-05,1.3489382,1.39842445,0.017702572,0.008269689
3.20E-05,1.32810995,1.38519005,0.019178773,0.005699281
3.52E-05,1.3138036,1.37190885,0.01592622,0.006814055
3.84E-05,1.302588,1.364066,0.011717836,0.008417559
4.16E-05,1.2899504,1.35474285,0.013041137,0.007811776
4.48E-05,1.2805899,1.34899265,0.015166874,0.009715585
4.80E-05,1.2741223,1.33713035,0.016007516,0.008086754
5.12E-05,1.2632113,1.3327188,0.010852525,0.006004499
5.76E-05,1.24361825,1.31605775,0.009743392,0.005766297
6.40E-05,1.2279861,1.3028104,0.00803711,0.005102052
7.04E-05,1.2177446,1.292094,0.011170358,0.006931787
7.68E-05,1.2063054,1.27725955,0.011195286,0.006074688
8.32E-05,1.19597305,1.26953385,0.010549665,0.005646858
8.96E-05,1.1839705,1.25827345,0.008779415,0.004783026
9.60E-05,1.1827701,1.24801305,0.008195214,0.004501867
0.0001024,1.16847545,1.2417923,0.009894017,0.00520671
0.0001152,1.15921705,1.22590015,0.008760922,0.00445427
0.000128,1.1459397,1.21234845,0.006593095,0.005791151
0.0001408,1.13563565,1.20034005,0.009624933,0.004729057
0.0001536,1.1285425,1.18787035,0.007305233,0.003057908
0.0001664,1.12212425,1.1786906,0.008030201,0.004449319
0.0001792,1.11256935,1.17159075,0.006755965,0.004055093
0.000192,1.1039942,1.16261395,0.007131307,0.003986781
0.0002048,1.1015912,1.15525875,0.006477216,0.00372691
0.0002304,1.09066405,1.1416889,0.004414692,0.004280869
0.000256,1.0841188,1.131583,0.005082914,0.003224293
0.0002816,1.0746791,1.1228927,0.005184988,0.003571659
0.0003072,1.0720652,1.1143264,0.005878794,0.003970304
0.0003328,1.06592085,1.1071125,0.004631928,0.00311979
0.0003584,1.0619023,1.1005402,0.005214591,0.002427196
0.000384,1.05838,1.0949672,0.00413342,0.003219848
0.0004096,1.0521208,1.089692,0.004910838,0.00314858
0.0004608,1.04866895,1.0812243,0.003493902,0.002276141
0.000512,1.0441055,1.07262575,0.004040053,0.002813855
0.0005632,1.04042735,1.0666479,0.003815001,0.003110695
0.0006144,1.0382323,1.062171,0.004091613,0.002568347
0.0006656,1.03528945,1.05636965,0.00427824,0.002240321
0.0007168,1.03260645,1.05293515,0.00344888,0.002445398
0.000768,1.02933785,1.04860235,0.003472898,0.002234889
0.0008192,1.02850465,1.0458595,0.00312884,0.001795382
0.0009216,1.02344385,1.040986,0.002338454,0.001687017
0.001024,1.02051745,1.0368294,0.002665204,0.001986157
0.0011264,1.0182074,1.03346645,0.00257629,0.001065251
0.0012288,1.01825825,1.03001295,0.003090537,0.001573338
0.0013312,1.0155248,1.02766885,0.00263469,0.001433566
0.0014336,1.014937,1.0252043,0.003131968,0.001594027
0.001536,1.0130679,1.02296945,0.00288602,0.001326998
0.0016384,1.01284085,1.0214993,0.002558237,0.001611407
0.0018432,1.0105005,1.01979775,0.001956675,0.001331949
0.002048,1.0098235,1.01749735,0.00168715,0.001195699
0.0022528,1.0091849,1.01561,0.001843757,0.001586252
0.0024576,1.00728455,1.0142008,0.001887999,0.001420945
0.0026624,1.006568,1.0124789,0.002352048,0.001713358
0.002867199,1.00681575,1.0112787,0.001895978,0.001505427
0.003071999,1.00593095,1.01110555,0.00199686,0.001674867
0.003276799,1.0064381,1.0100952,0.001947856,0.001484432
0.003686399,1.00551655,1.00872715,0.001505876,0.000967309
0.004096,1.004411035,1.0077008,0.001935266,0.001249641
0.004505599,1.00429125,1.0068163,0.001634142,0.001055376
0.004915199,1.00403845,1.00590805,0.001663795,0.001441835
0.005324799,1.00378685,1.0052569,0.001233812,0.00117843
0.005734399,1.00323185,1.00462225,0.001368847,0.001225723
0.006143999,1.003268965,1.00451585,0.001429399,0.001751163
0.006553599,1.0031607,1.0035627,0.001531603,0.001390952
0.007372799,1.0030454,1.0036654,0.001159335,0.000990621
0.008191999,1.0021525,1.00330365,0.000900679,0.000814182
0.009011199,1.001808705,1.00305985,0.001285491,0.000909978
0.009830398,1.00207721,1.00266215,0.001084146,0.000753314
0.0106496,1.00166703,1.0018957,0.001143854,0.000832072
0.0114688,1.0016646,1.00157822,0.001100656,0.001104575
0.012288,1.001240945,1.00177075,0.001486118,0.000866131
0.0131072,1.0014584,1.001013635,0.001084629,0.001373881
0.0147456,1.00114284,1.00152475,0.000989419,0.000897638
0.016384,1.000948905,1.001303595,0.000947006,0.000952468
0.0180224,1.001031215,1.00118128,0.00105699,0.001069928
0.0196608,1.001132495,1.00158095,0.000973585,0.000710059
0.0212992,1.001228145,1.00144604,0.000797048,0.000909547
0.0229376,1.000817035,1.000667155,0.000990655,0.001024799
0.024576,1.0007839,1.000697025,0.001006343,0.000714079
0.02621439,1.000634965,1.000941395,0.001033711,0.000830197
0.0294912,1.000593515,1.000424095,0.000766087,0.000531631
0.032768,1.000589105,1.000803505,0.000752788,0.00071354
0.0360448,1.000691565,1.001029775,0.000641326,0.000751773
0.03932159,1.000603645,1.00080301,0.000693821,0.000598466
0.04259839,1.000604735,1.000593385,0.000774145,0.000856065
0.04587519,1.000477595,1.000295135,0.000758445,0.000596204
0.04915199,1.00052157,1.00048249,0.00066718,0.000985122
0.05242879,1.000415735,1.000254855,0.000804154,0.000717229
0.05898239,1.000452945,1.00036425,0.000479416,0.000501037
0.06553599,1.000718995,1.00042023,0.000575471,0.000793556
0.07208959,1.000359315,1.000303325,0.00055521,0.000634975
0.07864319,1.00047155,1.00017129,0.00045732,0.000539224
0.08519679,1.000592235,0.999921835,0.000627387,0.000775701
0.09175038,1.000574065,1.000047865,0.000511069,0.000558288
0.09830398,1.00065835,1.00031465,0.000464899,0.000570204
0.1048576,1.000566515,1.00010549,0.000522668,0.000524337
0.1179648,1.00048822,1.000439725,0.000459037,0.000496963
0.131072,1.000377765,0.99991143,0.000327434,0.000264859
0.1441792,1.000418965,0.999948315,0.000329185,0.000490739
0.1572864,1.0005316,1.00053205,0.00043653,0.000494818
0.1703936,1.000581655,1.000129915,0.000443927,0.000550924
0.1835008,1.000207515,1.0000832,0.000354753,0.000488092
0.196608,1.000333825,1.00034325,0.000391476,0.000476683
0.2097152,1.0004873,1.00012721,0.00022862,0.000382092
0.2359296,1.000345495,1.00002143,0.000257421,0.00019981
0.262144,1.000345785,1.00011658,0.000349308,0.000300365
0.2883584,1.0003631,1.00006456,0.00036783,0.000342564
0.3145728,1.00041473,0.999978835,0.000289861,0.000371183
0.3407871,1.00041174,1.00021462,0.000316159,0.000440769
0.3670015,1.000375765,1.00006328,0.000325959,0.000316359
0.3932159,1.00028504,0.99990211,0.000398309,0.000392709
0.4194303,1.0005991,1.0001562,0.000312899,0.000226043
0.4718591,1.000411065,0.99991895,0.000259789,0.000283111
0.5242879,1.00031607,1.000010245,0.000191857,0.000247592
0.5767167,1.00039165,0.99988979,0.000178197,0.000277368
0.6291455,1.000387825,1.00007024,0.000194928,0.000382231
0.6815743,1.000339155,1.00004391,0.000216506,0.000276815
0.7340031,1.000329375,1.000055485,0.00020691,0.000238501
0.7864318,1.0003322,1.00004322,0.000177804,0.000319333
0.8388606,1.00031516,1.000037945,0.000262453,0.000239462
0.9437183,1.00030757,1.00002038,0.00017021,0.000166685
1.048576,1.000192915,1.00009214,0.000146508,0.000248832
1.153433,1.00028385,1.00001374,0.000172854,0.000191604
1.258291,1.00018065,1.000082195,0.000153249,0.000177623
1.363149,1.00026697,0.999937745,0.000212478,0.000211783
1.468006,1.000247225,1.00007181,0.000162853,0.000194676
1.572864,1.000150265,1.0000286,0.000143292,0.00014269
1.677721,1.000231515,1.000019155,0.000176316,0.000177116
1.887437,1.00017438,1.00005614,0.000148539,0.000164978
2.097152,1.000197875,1.00004889,0.000134964,0.000164292
2.306867,1.000151055,1.000045135,0.000130165,0.000125042
2.516582,1.00010381,1.000031835,0.000139946,0.000130554
2.726297,1.00011721,0.99999258,0.000189522,0.000135256
2.936012,1.000011905,1.000022265,0.000146208,0.000202881
3.145727,1.000115275,1.000054295,0.000199652,0.000115346
3.355443,1.000018115,0.99998758,0.000186207,0.000113199
3.774873,0.999999845,1.00007715,0.000132355,8.66E-05
4.194304,1.000019815,0.999989475,0.00013825,7.15E-05
4.613734,1.000003285,1.000001245,0.000115698,9.39E-05
5.033164,0.999999845,1.00001561,8.87E-05,0.000109561
5.452594,1.00002437,1.000051065,0.000124261,0.000115913
5.872025,1.000039875,0.999965435,0.000135161,0.00011724
6.291455,1.00000363,1.000041325,0.000164869,8.87E-05
6.710885,0.999998275,0.99993096,0.000125279,8.28E-05
7.549746,1.000005415,1.00003696,0.000119233,9.96E-05
8.388607,1.00000694,0.999966145,0.000104078,6.12E-05
9.227468,0.999984655,1.000025685,0.000108805,6.38E-05
10.06633,0.99998641,0.999966045,8.97E-05,9.06E-05
10.90519,0.999973525,0.999970855,7.42E-05,0.000110526
11.74405,0.99995844,0.999980295,0.000113899,8.70E-05
12.58291,0.999962885,1.000021855,9.42E-05,0.000112653
13.42177,0.99994877,0.999943735,0.000111381,6.10E-05
15.09949,0.99996408,0.99998193,0.000137923,9.30E-05
16.77721,0.999988555,0.99998021,0.000112394,6.36E-05
18.45494,1.000034605,1.00003109,0.000132284,8.50E-05
20.13266,0.99999261,0.999989035,8.91E-05,9.62E-05
21.81038,0.999942525,0.99997274,0.000132782,7.43E-05
23.4881,0.999957485,1.00000451,9.34E-05,6.81E-05
25.16582,0.99998309,1.000029005,0.000110442,0.000103779
26.84354,1.00000357,1.00003386,0.000105172,7.42E-05
30.19898,0.99999989,0.999987465,7.53E-05,6.01E-05
33.55443,0.999977795,0.999998585,8.68E-05,6.16E-05
36.90987,0.99998812,1.000022735,0.000117474,7.20E-05
40.26531,0.999929485,0.99999327,0.000118628,6.19E-05
43.62075,1.00006207,0.9999699,6.92E-05,6.35E-05
46.9762,1.000077815,1.00000032,0.000166221,5.72E-05
50.33164,0.999983955,0.99999179,0.000128218,5.69E-05
53.68708,0.99997684,1,0.000130688,0
60.39797,0.999962635,0,9.98E-05,0
67.10886,1.00006754,0,9.78E-05,0
73.81974,1,0,0,0
80.53062,0,0,0,0
87.24151,0,0,0,0
93.95239,0,0,0,0
100.6633,0,0,0,0
107.3742,0,0,0,0
120.7959,0,0,0,0
134.2177,0,0,0,0
147.6395,0,0,0,0
161.0612,0,0,0,0
174.483,0,0,0,0
187.9048,0,0,0,0
201.3266,0,0,0,0
214.7483,0,0,0,0
241.5919,0,0,0,0
268.4354,0,0,0,0
295.279,0,0,0,0
322.1225,0,0,0,0
348.966,0,0,0,0
375.8096,0,0,0,0
402.6531,0,0,0,0
429.4966,0,0,0,0
483.1837,0,0,0,0
536.8708,0,0,0,0
590.5579,0,0,0,0
644.245,0,0,0,0
697.9321,0,0,0,0
751.6191,0,0,0,0
805.3062,0,0,0,0
858.9933,0,0,0,0
